url,method,body,Host,Proxy-Connection,Upgrade-Insecure-Requests,User-Agent,Accept,Sec-GPC,Accept-Language,Accept-Encoding,Referer,Content-Length,Cache-Control,Origin,Content-Type,Cookie,content-type,X-Requested-With,Pragma,Authorization,Purpose
http://testphp.vulnweb.com/AJAX/titles.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,,,,,,
http://testphp.vulnweb.com/AJAX/categories.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,,,,,,
http://testphp.vulnweb.com/AJAX/artists.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,,,,,,
http://testphp.vulnweb.com/categories.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/categories.php,,,,,,,,,,
http://testphp.vulnweb.com/comment.php?aid=2,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,,,,,,
http://testphp.vulnweb.com/cart.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,,,,,,
http://testphp.vulnweb.com/login.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/cart.php,,,,,,,,,,
http://testphp.vulnweb.com/userinfo.php,POST,uname=test&pass=test,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/login.php,20,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,,,,,,
http://testphp.vulnweb.com/userinfo.php,POST,urname=John+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,114,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,POST,urname=John+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,114,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,POST,urname=Johnny+Smith&ucc=1234-5678-2300-9000&uemail=email%40email.com&uphone=2323345&uaddress=21+street&update=update,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,116,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/userinfo.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/userinfo.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/guestbook.php,POST,name=test&text=hey+there%21&submit=add+message,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,46,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/index.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/artists.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infoartist.php?id=2,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/categories.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=1,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=4,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=3,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=2,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/infocateg.php?id=1,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/artists.php,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",*/*,1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/AJAX/index.php,,,,,mycookie=3; login=test%2Ftest,,,,,
http://testphp.vulnweb.com/artists.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/guestbook.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/comment.php?aid=1,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=search&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/artists.php,28,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=dasd&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,26,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=dasds&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,27,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=dasdsad&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,29,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=dasdsad&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,29,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/search.php?test=query,POST,searchFor=test&goButton=go,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,26,max-age=0,http://testphp.vulnweb.com,application/x-www-form-urlencoded,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/AJAX/index.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,,,,,mycookie=3; login=test%2Ftest,,,,,
http://www.eclectasy.com/Fractal-Explorer/index.html,GET,,www.eclectasy.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.6","gzip, deflate",http://testphp.vulnweb.com/,,,,,,,,,,
http://www.eclectasy.com/favicon.ico,GET,,www.eclectasy.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.6","gzip, deflate",http://www.eclectasy.com/Fractal-Explorer/index.html,,,,,,,,,,
http://www.eclectasy.com/,GET,,www.eclectasy.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.6","gzip, deflate",,,,,,,,,,,
http://www.eclectasy.com/favicon.ico,GET,,www.eclectasy.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.6","gzip, deflate",http://www.eclectasy.com/,,,,,,,,,,
http://www.eclectasy.com/favicon.ico,GET,,www.eclectasy.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.6","gzip, deflate",http://www.eclectasy.com/Fractal-Explorer/index.html,,,,,,,,,,
http://testphp.vulnweb.com/categories.php,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/search.php?test=query,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/listproducts.php?cat=1,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/categories.php,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/1.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/2.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/3.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/7.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/4.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/5.jpg&size=160,GET,,testphp.vulnweb.com,keep-alive,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/comment.php?pid=1,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/comment.php?pid=2,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/2.jpg,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",http://testphp.vulnweb.com/listproducts.php?cat=1,,,,,login=test%2Ftest,,,,,
http://testphp.vulnweb.com/showimage.php?file=./pictures/,GET,,testphp.vulnweb.com,keep-alive,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",1,"en-US,en;q=0.5","gzip, deflate",,,,,,login=test%2Ftest,,,,,
