url,method,body,header,header_entropy,body_entropy,number_of_special_chars,count_query_params,body_special_chars,query_param_length,path_depth,sql_injection,sql_injection_keywords_url,sql_injection_keywords_body,sql_injection_keywords_header
http://testphp.vulnweb.com/AJAX/infoartist.php?id=2,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/categories.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,0,0,0,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/infocateg.php?id=1,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/infocateg.php?id=4,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/infocateg.php?id=3,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/infocateg.php?id=2,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/infocateg.php?id=1,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,1,0,4,2,False,4,0,65
http://testphp.vulnweb.com/AJAX/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""*/*"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/AJAX/index.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""mycookie=3; login=test%2Ftest""}",5.342918322033642,0.0,101,0,0,0,2,False,4,0,65
http://testphp.vulnweb.com/artists.php,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/guestbook.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.3434392435041556,0.0,125,0,0,0,1,False,3,0,78
http://testphp.vulnweb.com/comment.php?aid=1,0,,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/artists.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.337485492897985,0.0,125,1,0,5,1,False,3,0,78
http://testphp.vulnweb.com/search.php?test=query,1,searchFor=search&goButton=go,"{""Host"": ""testphp.vulnweb.com"", ""Proxy-Connection"": ""keep-alive"", ""Content-Length"": ""28"", ""Cache-Control"": ""max-age=0"", ""Origin"": ""http://testphp.vulnweb.com"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Upgrade-Insecure-Requests"": ""1"", ""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""Accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""Sec-GPC"": ""1"", ""Accept-Language"": ""en-US,en;q=0.5"", ""Referer"": ""http://testphp.vulnweb.com/artists.php"", ""Accept-Encoding"": ""gzip, deflate"", ""Cookie"": ""login=test%2Ftest""}",5.2790653040243045,3.7803946541231945,163,1,3,10,1,False,3,0,104
